class,rank,count,pct,u8_p0,u8_p1,u8_p2,u8_p3,ref64,hex
FOREARM,86,21148,0.0924,4,3,3,4,,8180803cc1c0403cc1c0403c8180803c
FOREARM,87,20242,0.0884,67,67,67,67,,8786863e8786863e8786863e8786863e
FOREARM,88,19905,0.0869,68,68,68,68,,8988883e8988883e8988883e8988883e
FOREARM,89,18464,0.0807,9,10,10,10,,9190103da1a0203da1a0203da1a0203d
FOREARM,90,18152,0.0793,10,10,10,9,,a1a0203da1a0203da1a0203d9190103d
FOREARM,91,17594,0.0769,10,10,11,11,,a1a0203da1a0203db1b0303db1b0303d
FOREARM,92,17116,0.0748,11,11,10,10,,b1b0303db1b0303da1a0203da1a0203d
FOREARM,93,16817,0.0735,69,69,69,69,,8b8a8a3e8b8a8a3e8b8a8a3e8b8a8a3e
FOREARM,94,16798,0.0734,3,3,2,3,,c1c0403cc1c0403c8180003cc1c0403c
FOREARM,95,16742,0.0731,3,2,3,3,,c1c0403c8180003cc1c0403cc1c0403c
FOREARM,96,15832,0.0692,33,33,33,32,,8584043e8584043e8584043e8180003e
FOREARM,97,15779,0.0689,29,29,29,28,,e9e8e83de9e8e83de9e8e83de1e0e03d
FOREARM,98,15777,0.0689,32,33,33,33,,8180003e8584043e8584043e8584043e
FOREARM,99,15676,0.0685,28,29,29,29,,e1e0e03de9e8e83de9e8e83de9e8e83d
FOREARM,100,15206,0.0664,2,2,2,3,,8180003c8180003c8180003cc1c0403c
HAND,1,2502761,3.5995,0,0,0,0,*,00000000000000000000000000000000
HAND,2,1214061,1.7461,35,35,35,35,*,8d8c0c3e8d8c0c3e8d8c0c3e8d8c0c3e
HAND,3,1114239,1.6025,34,34,34,34,*,8988083e8988083e8988083e8988083e
HAND,4,889141,1.2788,33,33,33,33,*,8584043e8584043e8584043e8584043e
HAND,5,885574,1.2736,36,36,36,36,*,9190103e9190103e9190103e9190103e
HAND,6,867453,1.2476,29,29,29,29,*,e9e8e83de9e8e83de9e8e83de9e8e83d
HAND,7,824514,1.1858,3,3,3,3,*,c1c0403cc1c0403cc1c0403cc1c0403c
HAND,8,812150,1.1680,32,32,32,32,*,8180003e8180003e8180003e8180003e
HAND,9,746712,1.0739,30,30,30,30,*,f1f0f03df1f0f03df1f0f03df1f0f03d
HAND,10,703108,1.0112,4,4,4,4,*,8180803c8180803c8180803c8180803c
HAND,11,702054,1.0097,28,28,28,28,*,e1e0e03de1e0e03de1e0e03de1e0e03d
HAND,12,658792,0.9475,31,31,31,31,*,f9f8f83df9f8f83df9f8f83df9f8f83d
HAND,13,618364,0.8893,37,37,37,37,*,9594143e9594143e9594143e9594143e
HAND,14,554697,0.7978,27,27,27,27,*,d9d8d83dd9d8d83dd9d8d83dd9d8d83d
HAND,15,475031,0.6832,38,38,38,38,*,9998183e9998183e9998183e9998183e
HAND,16,402628,0.5791,39,39,39,39,*,9d9c1c3e9d9c1c3e9d9c1c3e9d9c1c3e
HAND,17,382011,0.5494,26,26,26,26,*,d1d0d03dd1d0d03dd1d0d03dd1d0d03d
HAND,18,315588,0.4539,40,40,40,40,*,a1a0203ea1a0203ea1a0203ea1a0203e
HAND,19,274496,0.3948,25,25,25,25,*,c9c8c83dc9c8c83dc9c8c83dc9c8c83d
HAND,20,235926,0.3393,24,24,24,24,*,c1c0c03dc1c0c03dc1c0c03dc1c0c03d
HAND,21,218433,0.3142,41,41,41,41,*,a5a4243ea5a4243ea5a4243ea5a4243e
HAND,22,202274,0.2909,42,42,42,42,*,a9a8283ea9a8283ea9a8283ea9a8283e
HAND,23,200671,0.2886,23,23,23,23,*,b9b8b83db9b8b83db9b8b83db9b8b83d
HAND,24,194208,0.2793,5,5,5,5,*,a1a0a03ca1a0a03ca1a0a03ca1a0a03c
HAND,25,191519,0.2754,43,43,43,43,*,adac2c3eadac2c3eadac2c3eadac2c3e
HAND,26,180836,0.2601,1,1,1,1,*,8180803b8180803b8180803b8180803b
HAND,27,169816,0.2442,10,10,10,10,*,a1a0203da1a0203da1a0203da1a0203d
HAND,28,165587,0.2381,44,44,44,44,*,b1b0303eb1b0303eb1b0303eb1b0303e
HAND,29,165315,0.2378,11,11,11,11,*,b1b0303db1b0303db1b0303db1b0303d
HAND,30,162755,0.2341,22,22,22,22,*,b1b0b03db1b0b03db1b0b03db1b0b03d
HAND,31,155418,0.2235,21,21,21,21,*,a9a8a83da9a8a83da9a8a83da9a8a83d
HAND,32,149996,0.2157,45,45,45,45,*,b5b4343eb5b4343eb5b4343eb5b4343e
HAND,33,147988,0.2128,2,2,2,2,*,8180003c8180003c8180003c8180003c
HAND,34,134700,0.1937,20,20,20,20,*,a1a0a03da1a0a03da1a0a03da1a0a03d
HAND,35,123544,0.1777,46,46,46,46,*,b9b8383eb9b8383eb9b8383eb9b8383e
HAND,36,116781,0.1680,9,9,9,9,*,9190103d9190103d9190103d9190103d
HAND,37,107923,0.1552,47,47,47,47,*,bdbc3c3ebdbc3c3ebdbc3c3ebdbc3c3e
HAND,38,107402,0.1545,48,48,48,48,*,c1c0403ec1c0403ec1c0403ec1c0403e
HAND,39,105018,0.1510,49,49,49,49,*,c5c4443ec5c4443ec5c4443ec5c4443e
HAND,40,104883,0.1508,7,7,7,7,*,e1e0e03ce1e0e03ce1e0e03ce1e0e03c
HAND,41,101101,0.1454,52,52,52,52,*,d1d0503ed1d0503ed1d0503ed1d0503e
HAND,42,100913,0.1451,50,50,50,50,*,c9c8483ec9c8483ec9c8483ec9c8483e
HAND,43,100739,0.1449,8,8,8,8,*,8180003d8180003d8180003d8180003d
HAND,44,100278,0.1442,51,51,51,51,*,cdcc4c3ecdcc4c3ecdcc4c3ecdcc4c3e
HAND,45,100027,0.1439,6,6,6,6,*,c1c0c03cc1c0c03cc1c0c03cc1c0c03c
HAND,46,99164,0.1426,19,19,19,19,*,9998983d9998983d9998983d9998983d
HAND,47,93599,0.1346,53,53,53,53,*,d5d4543ed5d4543ed5d4543ed5d4543e
HAND,48,86799,0.1248,54,54,54,54,*,d9d8583ed9d8583ed9d8583ed9d8583e
HAND,49,80584,0.1159,35,35,35,34,,8d8c0c3e8d8c0c3e8d8c0c3e8988083e
HAND,50,80075,0.1152,34,35,35,35,,8988083e8d8c0c3e8d8c0c3e8d8c0c3e
HAND,51,78636,0.1131,18,18,18,18,,9190903d9190903d9190903d9190903d
HAND,52,78052,0.1123,55,55,55,55,*,dddc5c3edddc5c3edddc5c3edddc5c3e
HAND,53,77777,0.1119,12,12,12,12,*,c1c0403dc1c0403dc1c0403dc1c0403d
HAND,54,77126,0.1109,4,4,4,3,,8180803c8180803c8180803cc1c0403c
HAND,55,76890,0.1106,3,4,4,4,,c1c0403c8180803c8180803c8180803c
HAND,56,76636,0.1102,3,3,3,4,,c1c0403cc1c0403cc1c0403c8180803c
HAND,57,75796,0.1090,4,3,3,3,,8180803cc1c0403cc1c0403cc1c0403c
HAND,58,73624,0.1059,34,34,34,33,,8988083e8988083e8988083e8584043e
HAND,59,72942,0.1049,33,34,34,34,,8584043e8988083e8988083e8988083e
HAND,60,72881,0.1048,13,13,13,13,*,d1d0503dd1d0503dd1d0503dd1d0503d
HAND,61,69003,0.0992,56,56,56,56,*,e1e0603ee1e0603ee1e0603ee1e0603e
HAND,62,68028,0.0978,35,34,34,34,,8d8c0c3e8988083e8988083e8988083e
HAND,63,67813,0.0975,34,34,34,35,,8988083e8988083e8988083e8d8c0c3e
HAND,64,67096,0.0965,33,33,33,32,,8584043e8584043e8584043e8180003e
HAND,65,67024,0.0964,32,33,33,33,,8180003e8584043e8584043e8584043e
HAND,66,65817,0.0947,36,36,36,35,,9190103e9190103e9190103e8d8c0c3e
HAND,67,65299,0.0939,35,36,36,36,,8d8c0c3e9190103e9190103e9190103e
HAND,68,64787,0.0932,14,14,14,14,,e1e0603de1e0603de1e0603de1e0603d
HAND,69,62488,0.0899,15,15,15,15,,f1f0703df1f0703df1f0703df1f0703d
HAND,70,62043,0.0892,57,57,57,57,*,e5e4643ee5e4643ee5e4643ee5e4643e
HAND,71,61491,0.0884,36,35,35,35,,9190103e8d8c0c3e8d8c0c3e8d8c0c3e
HAND,72,60997,0.0877,17,17,17,17,,8988883d8988883d8988883d8988883d
HAND,73,60341,0.0868,29,29,29,28,,e9e8e83de9e8e83de9e8e83de1e0e03d
HAND,74,60324,0.0868,35,35,35,36,,8d8c0c3e8d8c0c3e8d8c0c3e9190103e
HAND,75,59467,0.0855,28,29,29,29,,e1e0e03de9e8e83de9e8e83de9e8e83d
HAND,76,58224,0.0837,30,30,30,29,,f1f0f03df1f0f03df1f0f03de9e8e83d
HAND,77,57918,0.0833,16,16,16,16,*,8180803d8180803d8180803d8180803d
HAND,78,57358,0.0825,32,32,32,31,,8180003e8180003e8180003ef9f8f83d
HAND,79,57309,0.0824,33,33,33,34,,8584043e8584043e8584043e8988083e
HAND,80,57256,0.0823,31,32,32,32,,f9f8f83d8180003e8180003e8180003e
HAND,81,57089,0.0821,29,30,30,30,,e9e8e83df1f0f03df1f0f03df1f0f03d
HAND,82,56491,0.0812,58,58,58,58,*,e9e8683ee9e8683ee9e8683ee9e8683e
HAND,83,56411,0.0811,34,33,33,33,,8988083e8584043e8584043e8584043e
HAND,84,55891,0.0804,205,205,205,205,*,cecd4d3fcecd4d3fcecd4d3fcecd4d3f
HAND,85,55882,0.0804,4,3,4,4,,8180803cc1c0403c8180803c8180803c
HAND,86,55862,0.0803,4,4,3,3,,8180803c8180803cc1c0403cc1c0403c
HAND,87,55860,0.0803,4,4,3,4,,8180803c8180803cc1c0403c8180803c
HAND,88,55448,0.0797,3,3,4,4,,c1c0403cc1c0403c8180803c8180803c
HAND,89,55204,0.0794,27,28,28,28,,d9d8d83de1e0e03de1e0e03de1e0e03d
HAND,90,55143,0.0793,28,28,28,27,,e1e0e03de1e0e03de1e0e03dd9d8d83d
HAND,91,54234,0.0780,35,35,34,34,,8d8c0c3e8d8c0c3e8988083e8988083e
HAND,92,53078,0.0763,34,34,35,35,,8988083e8988083e8d8c0c3e8d8c0c3e
HAND,93,53000,0.0762,3,3,4,3,,c1c0403cc1c0403c8180803cc1c0403c
HAND,94,52977,0.0762,3,4,3,3,,c1c0403c8180803cc1c0403cc1c0403c
HAND,95,52859,0.0760,59,59,59,59,*,edec6c3eedec6c3eedec6c3eedec6c3e
HAND,96,52840,0.0760,32,32,32,33,,8180003e8180003e8180003e8584043e
HAND,97,52571,0.0756,33,32,32,32,,8584043e8180003e8180003e8180003e
HAND,98,52483,0.0755,37,37,37,36,,9594143e9594143e9594143e9190103e
HAND,99,52290,0.0752,36,37,37,37,,9190103e9594143e9594143e9594143e
HAND,100,52157,0.0750,29,28,28,28,,e9e8e83de1e0e03de1e0e03de1e0e03d
HUMERUS,1,2691420,16.8678,0,0,0,0,*,00000000000000000000000000000000
HUMERUS,2,212825,1.3338,9,9,9,9,*,9190103d9190103d9190103d9190103d
HUMERUS,3,179898,1.1275,10,10,10,10,*,a1a0203da1a0203da1a0203da1a0203d
HUMERUS,4,156224,0.9791,8,8,8,8,*,8180003d8180003d8180003d8180003d
HUMERUS,5,139540,0.8745,7,7,7,7,*,e1e0e03ce1e0e03ce1e0e03ce1e0e03c
HUMERUS,6,126983,0.7958,6,6,6,6,*,c1c0c03cc1c0c03cc1c0c03cc1c0c03c
HUMERUS,7,122734,0.7692,5,5,5,5,*,a1a0a03ca1a0a03ca1a0a03ca1a0a03c
HUMERUS,8,105759,0.6628,2,2,2,2,*,8180003c8180003c8180003c8180003c
HUMERUS,9,102323,0.6413,4,4,4,4,*,8180803c8180803c8180803c8180803c
HUMERUS,10,69148,0.4334,11,11,11,11,*,b1b0303db1b0303db1b0303db1b0303d
HUMERUS,11,53076,0.3326,1,1,1,1,*,8180803b8180803b8180803b8180803b
HUMERUS,12,47963,0.3006,47,47,47,47,*,bdbc3c3ebdbc3c3ebdbc3c3ebdbc3c3e
HUMERUS,13,41696,0.2613,3,3,3,3,*,c1c0403cc1c0403cc1c0403cc1c0403c
HUMERUS,14,29885,0.1873,56,56,56,56,*,e1e0603ee1e0603ee1e0603ee1e0603e
HUMERUS,15,26120,0.1637,255,255,255,255,,0000803f0000803f0000803f0000803f
HUMERUS,16,25910,0.1624,55,55,55,55,*,dddc5c3edddc5c3edddc5c3edddc5c3e
HUMERUS,17,25537,0.1600,40,40,40,40,*,a1a0203ea1a0203ea1a0203ea1a0203e
HUMERUS,18,22113,0.1386,54,54,54,54,*,d9d8583ed9d8583ed9d8583ed9d8583e
HUMERUS,19,21606,0.1354,12,12,12,12,*,c1c0403dc1c0403dc1c0403dc1c0403d
HUMERUS,20,20743,0.1300,57,57,57,57,*,e5e4643ee5e4643ee5e4643ee5e4643e
HUMERUS,21,20296,0.1272,10,10,10,9,,a1a0203da1a0203da1a0203d9190103d
HUMERUS,22,20164,0.1264,51,51,51,51,*,cdcc4c3ecdcc4c3ecdcc4c3ecdcc4c3e
HUMERUS,23,20113,0.1261,35,35,35,35,*,8d8c0c3e8d8c0c3e8d8c0c3e8d8c0c3e
HUMERUS,24,19905,0.1247,31,31,31,31,*,f9f8f83df9f8f83df9f8f83df9f8f83d
HUMERUS,25,19448,0.1219,9,9,9,8,,9190103d9190103d9190103d8180003d
HUMERUS,26,19388,0.1215,16,16,16,16,*,8180803d8180803d8180803d8180803d
HUMERUS,27,19214,0.1204,9,10,10,10,,9190103da1a0203da1a0203da1a0203d
HUMERUS,28,19149,0.1200,8,9,9,9,,8180003d9190103d9190103d9190103d
HUMERUS,29,19031,0.1193,53,53,53,53,*,d5d4543ed5d4543ed5d4543ed5d4543e
HUMERUS,30,18926,0.1186,217,217,217,217,,dad9593fdad9593fdad9593fdad9593f
HUMERUS,31,18490,0.1159,50,50,50,50,*,c9c8483ec9c8483ec9c8483ec9c8483e
HUMERUS,32,18297,0.1147,52,52,52,52,*,d1d0503ed1d0503ed1d0503ed1d0503e
HUMERUS,33,18293,0.1146,48,48,48,48,*,c1c0403ec1c0403ec1c0403ec1c0403e
HUMERUS,34,18292,0.1146,13,13,13,13,*,d1d0503dd1d0503dd1d0503dd1d0503d
HUMERUS,35,18173,0.1139,49,49,49,49,*,c5c4443ec5c4443ec5c4443ec5c4443e
HUMERUS,36,18067,0.1132,46,46,46,46,*,b9b8383eb9b8383eb9b8383eb9b8383e
HUMERUS,37,18021,0.1129,44,44,44,44,*,b1b0303eb1b0303eb1b0303eb1b0303e
HUMERUS,38,17948,0.1125,34,34,34,34,*,8988083e8988083e8988083e8988083e
HUMERUS,39,17907,0.1122,10,9,9,9,,a1a0203d9190103d9190103d9190103d
HUMERUS,40,17770,0.1114,33,33,33,33,*,8584043e8584043e8584043e8584043e
HUMERUS,41,17713,0.1110,43,43,43,43,*,adac2c3eadac2c3eadac2c3eadac2c3e
HUMERUS,42,17642,0.1106,30,30,30,30,*,f1f0f03df1f0f03df1f0f03df1f0f03d
HUMERUS,43,17633,0.1105,42,42,42,42,*,a9a8283ea9a8283ea9a8283ea9a8283e
HUMERUS,44,17627,0.1105,45,45,45,45,*,b5b4343eb5b4343eb5b4343eb5b4343e
HUMERUS,45,17559,0.1100,9,9,9,10,,9190103d9190103d9190103da1a0203d
HUMERUS,46,17471,0.1095,36,36,36,36,*,9190103e9190103e9190103e9190103e
HUMERUS,47,16589,0.1040,58,58,58,58,*,e9e8683ee9e8683ee9e8683ee9e8683e
HUMERUS,48,16451,0.1031,14,14,14,14,,e1e0603de1e0603de1e0603de1e0603d
HUMERUS,49,16240,0.1018,59,59,59,59,*,edec6c3eedec6c3eedec6c3eedec6c3e
HUMERUS,50,16059,0.1006,17,17,17,17,,8988883d8988883d8988883d8988883d
HUMERUS,51,15778,0.0989,32,32,32,32,*,8180003e8180003e8180003e8180003e
HUMERUS,52,15670,0.0982,7,8,8,8,,e1e0e03c8180003d8180003d8180003d
HUMERUS,53,15656,0.0981,37,37,37,37,*,9594143e9594143e9594143e9594143e
HUMERUS,54,15609,0.0978,39,39,39,39,*,9d9c1c3e9d9c1c3e9d9c1c3e9d9c1c3e
HUMERUS,55,15365,0.0963,8,8,8,9,,8180003d8180003d8180003d9190103d
HUMERUS,56,15361,0.0963,8,8,8,7,,8180003d8180003d8180003de1e0e03c
HUMERUS,57,15227,0.0954,28,28,28,28,*,e1e0e03de1e0e03de1e0e03de1e0e03d
HUMERUS,58,15177,0.0951,9,8,8,8,,9190103d8180003d8180003d8180003d
HUMERUS,59,15127,0.0948,26,26,26,26,*,d1d0d03dd1d0d03dd1d0d03dd1d0d03d
HUMERUS,60,15026,0.0942,29,29,29,29,*,e9e8e83de9e8e83de9e8e83de9e8e83d
HUMERUS,61,14918,0.0935,41,41,41,41,*,a5a4243ea5a4243ea5a4243ea5a4243e
HUMERUS,62,14799,0.0927,38,38,38,38,*,9998183e9998183e9998183e9998183e
HUMERUS,63,14385,0.0902,5,6,6,6,,a1a0a03cc1c0c03cc1c0c03cc1c0c03c
HUMERUS,64,14369,0.0901,4,5,5,5,,8180803ca1a0a03ca1a0a03ca1a0a03c
HUMERUS,65,14263,0.0894,25,25,25,25,*,c9c8c83dc9c8c83dc9c8c83dc9c8c83d
HUMERUS,66,14224,0.0891,6,7,7,7,,c1c0c03ce1e0e03ce1e0e03ce1e0e03c
HUMERUS,67,14196,0.0890,27,27,27,27,*,d9d8d83dd9d8d83dd9d8d83dd9d8d83d
HUMERUS,68,14066,0.0882,5,5,5,4,,a1a0a03ca1a0a03ca1a0a03c8180803c
HUMERUS,69,13870,0.0869,15,15,15,15,,f1f0703df1f0703df1f0703df1f0703d
HUMERUS,70,13861,0.0869,7,7,7,6,,e1e0e03ce1e0e03ce1e0e03cc1c0c03c
HUMERUS,71,13838,0.0867,6,6,6,5,,c1c0c03cc1c0c03cc1c0c03ca1a0a03c
HUMERUS,72,13641,0.0855,24,24,24,24,*,c1c0c03dc1c0c03dc1c0c03dc1c0c03d
HUMERUS,73,13637,0.0855,10,10,9,9,,a1a0203da1a0203d9190103d9190103d
HUMERUS,74,12909,0.0809,5,5,6,6,,a1a0a03ca1a0a03cc1c0c03cc1c0c03c
HUMERUS,75,12902,0.0809,11,10,10,10,,b1b0303da1a0203da1a0203da1a0203d
HUMERUS,76,12898,0.0808,8,8,9,9,,8180003d8180003d9190103d9190103d
HUMERUS,77,12804,0.0802,9,9,8,8,,9190103d9190103d8180003d8180003d
HUMERUS,78,12740,0.0798,7,7,7,8,,e1e0e03ce1e0e03ce1e0e03c8180003d
HUMERUS,79,12707,0.0796,9,9,10,10,,9190103d9190103da1a0203da1a0203d
HUMERUS,80,12695,0.0796,22,22,22,22,*,b1b0b03db1b0b03db1b0b03db1b0b03d
HUMERUS,81,12622,0.0791,6,6,7,7,,c1c0c03cc1c0c03ce1e0e03ce1e0e03c
HUMERUS,82,12580,0.0788,66,66,66,66,*,8584843e8584843e8584843e8584843e
HUMERUS,83,12321,0.0772,10,10,10,11,,a1a0203da1a0203da1a0203db1b0303d
HUMERUS,84,12318,0.0772,6,6,5,5,,c1c0c03cc1c0c03ca1a0a03ca1a0a03c
HUMERUS,85,12291,0.0770,7,7,8,8,,e1e0e03ce1e0e03c8180003d8180003d
HUMERUS,86,12274,0.0769,8,7,7,7,,8180003de1e0e03ce1e0e03ce1e0e03c
HUMERUS,87,12181,0.0763,19,19,19,19,*,9998983d9998983d9998983d9998983d
HUMERUS,88,12155,0.0762,7,7,6,6,,e1e0e03ce1e0e03cc1c0c03cc1c0c03c
HUMERUS,89,12037,0.0754,253,253,253,253,,fefd7d3ffefd7d3ffefd7d3ffefd7d3f
HUMERUS,90,11993,0.0752,23,23,23,23,*,b9b8b83db9b8b83db9b8b83db9b8b83d
HUMERUS,91,11970,0.0750,6,6,6,7,,c1c0c03cc1c0c03cc1c0c03ce1e0e03c
HUMERUS,92,11961,0.0750,4,4,5,5,,8180803c8180803ca1a0a03ca1a0a03c
HUMERUS,93,11841,0.0742,11,11,11,10,,b1b0303db1b0303db1b0303da1a0203d
HUMERUS,94,11701,0.0733,6,5,5,5,,c1c0c03ca1a0a03ca1a0a03ca1a0a03c
HUMERUS,95,11684,0.0732,5,5,5,6,,a1a0a03ca1a0a03ca1a0a03cc1c0c03c
HUMERUS,96,11547,0.0724,5,5,4,4,,a1a0a03ca1a0a03c8180803c8180803c
HUMERUS,97,11513,0.0722,10,11,11,11,,a1a0203db1b0303db1b0303db1b0303d
HUMERUS,98,11488,0.0720,7,6,6,6,,e1e0e03cc1c0c03cc1c0c03cc1c0c03c
HUMERUS,99,11342,0.0711,8,8,7,7,,8180003d8180003de1e0e03ce1e0e03c
HUMERUS,100,11330,0.0710,18,18,18,18,,9190903d9190903d9190903d9190903d
SHOULDER,1,5599004,5.3270,0,0,0,0,*,00000000000000000000000000000000
SHOULDER,2,1208412,1.1497,1,1,1,1,*,8180803b8180803b8180803b8180803b
SHOULDER,3,716315,0.6815,2,2,2,2,*,8180003c8180003c8180003c8180003c
SHOULDER,4,690544,0.6570,9,9,9,9,*,9190103d9190103d9190103d9190103d
SHOULDER,5,586587,0.5581,8,8,8,8,*,8180003d8180003d8180003d8180003d
SHOULDER,6,555314,0.5283,10,10,10,10,*,a1a0203da1a0203da1a0203da1a0203d
SHOULDER,7,515392,0.4904,205,205,205,205,*,cecd4d3fcecd4d3fcecd4d3fcecd4d3f
SHOULDER,8,470657,0.4478,7,7,7,7,*,e1e0e03ce1e0e03ce1e0e03ce1e0e03c
SHOULDER,9,441330,0.4199,3,3,3,3,*,c1c0403cc1c0403cc1c0403cc1c0403c
SHOULDER,10,378013,0.3596,4,4,4,4,*,8180803c8180803c8180803c8180803c
SHOULDER,11,377066,0.3587,6,6,6,6,*,c1c0c03cc1c0c03cc1c0c03cc1c0c03c
SHOULDER,12,333131,0.3169,5,5,5,5,*,a1a0a03ca1a0a03ca1a0a03ca1a0a03c
SHOULDER,13,273051,0.2598,11,11,11,11,*,b1b0303db1b0303db1b0303db1b0303d
SHOULDER,14,215474,0.2050,16,16,16,16,*,8180803d8180803d8180803d8180803d
SHOULDER,15,197291,0.1877,56,56,56,56,*,e1e0603ee1e0603ee1e0603ee1e0603e
SHOULDER,16,192754,0.1834,58,58,58,58,*,e9e8683ee9e8683ee9e8683ee9e8683e
SHOULDER,17,187861,0.1787,57,57,57,57,*,e5e4643ee5e4643ee5e4643ee5e4643e
SHOULDER,18,187575,0.1785,60,60,60,60,*,f1f0703ef1f0703ef1f0703ef1f0703e
SHOULDER,19,185511,0.1765,59,59,59,59,*,edec6c3eedec6c3eedec6c3eedec6c3e
SHOULDER,20,182194,0.1733,55,55,55,55,*,dddc5c3edddc5c3edddc5c3edddc5c3e
SHOULDER,21,176777,0.1682,61,61,61,61,*,f5f4743ef5f4743ef5f4743ef5f4743e
SHOULDER,22,176609,0.1680,54,54,54,54,*,d9d8583ed9d8583ed9d8583ed9d8583e
SHOULDER,23,174144,0.1657,62,62,62,62,*,f9f8783ef9f8783ef9f8783ef9f8783e
SHOULDER,24,173357,0.1649,63,63,63,63,*,fdfc7c3efdfc7c3efdfc7c3efdfc7c3e
SHOULDER,25,170037,0.1618,64,64,64,64,*,8180803e8180803e8180803e8180803e
SHOULDER,26,168927,0.1607,12,12,12,12,*,c1c0403dc1c0403dc1c0403dc1c0403d
SHOULDER,27,166423,0.1583,53,53,53,53,*,d5d4543ed5d4543ed5d4543ed5d4543e
SHOULDER,28,163699,0.1557,52,52,52,52,*,d1d0503ed1d0503ed1d0503ed1d0503e
SHOULDER,29,159818,0.1521,65,65,65,65,*,8382823e8382823e8382823e8382823e
SHOULDER,30,156732,0.1491,66,66,66,66,*,8584843e8584843e8584843e8584843e
SHOULDER,31,156611,0.1490,50,50,50,50,*,c9c8483ec9c8483ec9c8483ec9c8483e
SHOULDER,32,148791,0.1416,72,72,72,72,,9190903e9190903e9190903e9190903e
SHOULDER,33,148715,0.1415,68,68,68,68,,8988883e8988883e8988883e8988883e
SHOULDER,34,148541,0.1413,67,67,67,67,,8786863e8786863e8786863e8786863e
SHOULDER,35,146498,0.1394,75,75,75,75,,9796963e9796963e9796963e9796963e
SHOULDER,36,146226,0.1391,73,73,73,73,,9392923e9392923e9392923e9392923e
SHOULDER,37,145959,0.1389,74,74,74,74,,9594943e9594943e9594943e9594943e
SHOULDER,38,145630,0.1386,76,76,76,76,,9998983e9998983e9998983e9998983e
SHOULDER,39,144607,0.1376,70,70,70,70,,8d8c8c3e8d8c8c3e8d8c8c3e8d8c8c3e
SHOULDER,40,143795,0.1368,51,51,51,51,*,cdcc4c3ecdcc4c3ecdcc4c3ecdcc4c3e
SHOULDER,41,143390,0.1364,71,71,71,71,,8f8e8e3e8f8e8e3e8f8e8e3e8f8e8e3e
SHOULDER,42,142647,0.1357,69,69,69,69,,8b8a8a3e8b8a8a3e8b8a8a3e8b8a8a3e
SHOULDER,43,138985,0.1322,13,13,13,13,*,d1d0503dd1d0503dd1d0503dd1d0503d
SHOULDER,44,136678,0.1300,49,49,49,49,*,c5c4443ec5c4443ec5c4443ec5c4443e
SHOULDER,45,134587,0.1280,77,77,77,77,,9b9a9a3e9b9a9a3e9b9a9a3e9b9a9a3e
SHOULDER,46,129116,0.1228,78,78,78,78,,9d9c9c3e9d9c9c3e9d9c9c3e9d9c9c3e
SHOULDER,47,121031,0.1152,239,239,239,239,,f0ef6f3ff0ef6f3ff0ef6f3ff0ef6f3f
SHOULDER,48,120192,0.1144,79,79,79,79,,9f9e9e3e9f9e9e3e9f9e9e3e9f9e9e3e
SHOULDER,49,111844,0.1064,80,80,80,80,,a1a0a03ea1a0a03ea1a0a03ea1a0a03e
SHOULDER,50,111461,0.1060,48,48,48,48,*,c1c0403ec1c0403ec1c0403ec1c0403e
SHOULDER,51,111458,0.1060,14,14,14,14,,e1e0603de1e0603de1e0603de1e0603d
SHOULDER,52,103553,0.0985,81,81,81,81,,a3a2a23ea3a2a23ea3a2a23ea3a2a23e
SHOULDER,53,101785,0.0968,15,15,15,15,,f1f0703df1f0703df1f0703df1f0703d
SHOULDER,54,98660,0.0939,47,47,47,47,*,bdbc3c3ebdbc3c3ebdbc3c3ebdbc3c3e
SHOULDER,55,98103,0.0933,82,82,82,82,,a5a4a43ea5a4a43ea5a4a43ea5a4a43e
SHOULDER,56,95885,0.0912,0,0,0,1,,0000000000000000000000008180803b
SHOULDER,57,95244,0.0906,83,83,83,83,,a7a6a63ea7a6a63ea7a6a63ea7a6a63e
SHOULDER,58,94785,0.0902,1,0,0,0,,8180803b000000000000000000000000
SHOULDER,59,93268,0.0887,84,84,84,84,,a9a8a83ea9a8a83ea9a8a83ea9a8a83e
SHOULDER,60,92811,0.0883,85,85,85,85,,abaaaa3eabaaaa3eabaaaa3eabaaaa3e
SHOULDER,61,88420,0.0841,46,46,46,46,*,b9b8383eb9b8383eb9b8383eb9b8383e
SHOULDER,62,88017,0.0837,2,1,1,1,,8180003c8180803b8180803b8180803b
SHOULDER,63,87572,0.0833,1,1,1,2,,8180803b8180803b8180803b8180003c
SHOULDER,64,86634,0.0824,0,0,1,1,,00000000000000008180803b8180803b
SHOULDER,65,86269,0.0821,1,1,2,2,,8180803b8180803b8180003c8180003c
SHOULDER,66,85962,0.0818,1,1,0,0,,8180803b8180803b0000000000000000
SHOULDER,67,85648,0.0815,2,2,1,1,,8180003c8180003c8180803b8180803b
SHOULDER,68,83397,0.0793,86,86,86,86,,adacac3eadacac3eadacac3eadacac3e
SHOULDER,69,83258,0.0792,255,255,255,255,,0000803f0000803f0000803f0000803f
SHOULDER,70,83188,0.0791,1,1,1,0,,8180803b8180803b8180803b00000000
SHOULDER,71,82612,0.0786,0,1,1,1,,000000008180803b8180803b8180803b
SHOULDER,72,82277,0.0783,87,87,87,87,,afaeae3eafaeae3eafaeae3eafaeae3e
